full_posRef,next_move_Ref,nb_W,nb_L,nb_D
4b3c345d234e456_5e123f34g34h45,c5d5,1,0,0
4b3c345d2345f6g6_5c6d67e4567f78,d3d6,1,0,0
4b3c234d345e456_5d2e123f34g34h4,d5d2,1,0,0
4b3c2346d56e56f5_5d4e34f46g67h68,d6d4,1,0,0
4b3c2346d456e5f5_5d3e346f46g67h8,b3b4,1,0,0
4b3c2345d3e7f678_5b2d4e456f35g6h6,c5b4,1,0,0
4b34d4e345f456g5_5a4b5c45d567e78,d5b3,1,0,0
4b34c3d235e5f5g5h6_5b25c45d4e46f78,b4b2,1,0,0
4b34c35d235e5f45_5c246d46e467f8,f4e3,1,0,0
4b34c34d2345e6f6_5b6c6d67e457f78,b4c5,1,0,0
4b34c25d26e5f46g7_5a12345b2c34e4,c3c5,1,0,0
4b2c4d567e56f6g7h6_5e4f457g568h59,h6h7,1,0,0
4b2c45d345e345f6_5d7e678f789g89,b2c3,1,0,0
4b2c456d5e56f6g7h6_5f457g568h579,c5d7,1,0,0
4b2c36d67e57f478_5c4d45e346f56g6,f7c7,1,0,0
4b2c345d345e345_5d8e678f789g89,c3f6,1,0,0
4b25c345d4e5f6g6h6_5d356e7f45g5h79,h6e6,1,0,0
4b25c345d4e56f7g6_5d356e7f56g5h79,c3f6,1,0,0
4b24d4e345f456g5_5a4b35c45d67e78,e7b4,1,0,0
4b24c5d45e567f67_5d3e234f345g45,f7c4,1,0,0
4b24c45d45e567f7_5d3e234f456g45,b2c3,1,0,0
4b24c45d456e56f6_5f345g3456h45,b2c3,1,0,0
4b24c3d35e2678f7_5c5d468e5f68g68,e8e5,1,0,0
4b24c35d46e68g6h6_4e457f4567g57h5,e4g6,1,0,0
4b24c35d467e57f6_5c246d35e346f3,e7e8,1,0,0
4b24c34d5e34f78g5_5b1c567d678e68,e4d2,1,0,0
4b24c34d45e68f5h6_4d3e457f467g57h5,d3f5,1,0,0
4b24c34d345e6f5h8_4e345f346g467h6,h6e6,1,0,0
4b24c34d3456f5g8_4e3456f346g467,g6d6,1,0,0
4b24c34d235f78g5_5c1567d678e68,c4c2,1,0,0
4b24c346d456f5g8_4d7e3456f346g47,f3d3,1,0,0
4b24c345d45e5g68_4d7e346f456g457,e6g6,1,0,0
4b23c6d567e67f78_5a12c47e5f56g7i6,f5d5,1,0,0
4b23c6d35e245f6g6_4c345d46e67f57g7,c3c6,1,0,0
4b23c4d4e46f56g7h5_5a1b1c23d23e123,b3b1,1,0,0
4b23c4d4e37f3g56h5_4c23d356e45f4g4h6,b3d5,1,0,0
4b23c456d45e5f6h7_5e467f57g567h5,b3e6,1,0,0
4b23c3d3e2567f7g8_5c45d48e4f68g6h8,e7e4,1,0,0
4b23c3d3e2456f7g8_5c45d48e3f68g67,b3e3,1,0,0
4b23c3d35e2567f7_5c45d48e4f68g68,d5g8,1,0,0
4b23c3d235e5f5g5h6_5b5c245d4e46f78,f5c5,1,0,0
4b23c36d45e67f7h8_5a2c245d2e345f4,b3d3,1,0,0
4b23c35d235e5g5h6_5b6c246d4e46f78,h6f5,1,0,0
4b23c35d235e5f5g6_5c246d46e46f78,b2b4,1,0,0
4b23c34d5e345f5g5_4c2d4e678f67g68h5,f7f5,1,0,0
4b23c34d35e345h6_4c2d4e678f3567g8,f3g4,1,0,0
4b23c34d35e345g5_4c2d4e678f567g48,g4h5,1,0,0
4b23c3456d45e5g6_5d3e467f567g5h5,c3f6,1,0,0
4b235c5d6e24f45g7_4b4c346d234e35g6,e4g6,1,0,0
4b235c4e4f5g56h56_5c3d345f67g7h7i5,f5i5,1,0,0
4b235c4e45f5g56h6_5c3d346f67g7h57,e5h5,1,0,0
4b235c4e45f45g56_5c3d346f6g7h567,f4h6,1,0,0
4b235c4d5e45f45g6_5c3d346f6g57h46,d5g5,1,0,0
4b235c4d5e234f8g8_4c5d6e567f67g67h8,g6g8,1,0,0
4b235c345d45f6g4_4d26e4567f57g58,d6f6,1,0,0
4b235c24e45f367_4c3d345f45g567h6,h6e3,1,0,0
4b235c24e456f47_4c3d345f56g567h6,f6f4,1,0,0
4b234c5d467e58f6_5c2346d35e346,e8c6,1,0,0
4b234c45d456e5f6_5a14b1c123d123,d2b2,1,0,0
4b234c45d35e345_4d246e67f5678g8,f8e8,1,0,0
4b234c34d2e47g6h6_5a4e3f345g34h45,c4a4,1,0,0
4b234c345d456e6_4c6d3e345f345g45,g5d5,1,0,0
4b234c345d35e45_4c2d46e67f5678g8,c2d2,1,0,0
4b234c2d6e5f346g7_5a12b1c1d135e13,d3f3,1,0,0
4b234c234d456e6_4c6d3e345f45g45h5,h5f3,1,0,0
4b2345c2d2e347f4_5c35d3456e6f6g7,f4d4,1,0,0
4b2345c25d26e3h5_5c34d45e45f36g7,h5g5,1,0,0
4b2345c25d26e3g5_5c34d4e45f456g7,b5d5,1,0,0
4b2345c25d26e3g5_5c34d45e45f46g7,g5f5,1,0,0
4b2345c2345d45_4d36e456f567g57,d6g6,1,0,0
4a3e456f356g47h7_4b234c34d45e3f4g5,f3g3,1,0,0
4a3d4e45f56g456h8_5b35c2345d35e6,f6c3,1,0,0
4a3d34e356f47g56_4b3c345d56e47f56,e7d7,1,0,0
4a3d2e367f67g78h8_5e4f58g569h67i6,g9e7,1,0,0
4a3d26e367f67g8h8_5d7e4f58g56h67i6,f8e8,1,0,0
4a3d24e256f457g5_4b3c345d356e47f6,d3f5,1,0,0
4a3d237e347f5g4h5_5c1e26f6g67h67i8,c1c2,1,0,0
4a3d237e237f5g4h5_5c2e16f6g67h67i8,e1f2,1,0,0
4a3d234e56f47g56_4b3c345d567e4f56,c3a3,1,0,0
4a3c3d4e45f5g456h8_5b135c245d35e6,a3b4,1,0,0
4a3c3d35e4f45g45h7_5b134c245d46e5,c2a1,1,0,0
4a3c24d345e4f34h8_5e35f567g467h7,d5d2,1,0,0
4a3c23d35e4f4g45h7_5a1b234c45d46e5,d6c6,1,0,0
4a3c234d3e4f4g4h58_5d5e35f56g67h67,c3e3,1,0,0
4a3c234d3e4f34g4h8_5d5e35f56g67h57,f3h5,1,0,0
4a3c234d34e4f34h8_5d5e35f56g467h7,d4g4,1,0,0
4a3c234d23e4f34h8_5d4e35f567g46h7,d2d4,1,0,0
4a3b3c5d45e3456f7_5f568g56789h8,h8e5,1,0,0
4a3b3c4d56f57g589_5a2b24c35d34e45,a2c2,1,0,0
4a3b3c4d56e346f7g8_5e57f568g567h8,g5g8,1,0,0
4a3b3c45d567e4f56_5d234e56f47g56,e6e4,1,0,0
4a3b3c45d45e345f6_5f578g5679h68,h6f6,1,0,0
4a3b3c456d5e67g89_5d467e345f235,f2f4,1,0,0
4a3b3c456d5e67f78_5d467e345f345,e3g5,1,0,0
4a3b3c456d57e78f8_5d468e45f345g5,g5d5,1,0,0
4a3b3c456d57e67f8_5c7d46e45f345g5,c7d8,1,0,0
4a3b3c3d46e346f7g8_5e5f568g5679h8,g9e7,1,0,0
4a3b3c3d3e467f4g34_5e35f356g56h56,h5h7,1,0,0
4a3b3c3d2e345f34g4_5e68f567g358h5,f7f4,1,0,0
4a3b3c3d23e345f4g4_5d8e6f3567g58h5,d8e8,1,0,0
4a3b3c3d234e345f4_5d8e6f3567g48h4,h4g5,1,0,0
4a3b3c35d6e6f3g78h7_5a4b456c4f568h6,h7f7,1,0,0
4a3b3c35d6e6f3g67h7_5a4b456c4f56g8h6,g6g8,1,0,0
4a3b3c35d5e5f3g67h7_5a4b4c467f56g8h6,e5d6,1,0,0
4a3b3c35d4e346f7g8_5e5f568g5679h9,h9h8,1,0,0
4a3b3c34d237e5f45_4c256d4e234f37g5,b3e3,1,0,0
4a3b3c34d234e345_5d8e26f34567g8,e2g4,1,0,0
4a3b3c345d45e345_5e6f5678g5679,e6h6,1,0,0
4a3b3c24d234e4g4h5_5b5c15d58e6f4h4i5,b5e5,1,0,0
4a3b3c23d35e4f34h8_5e35f567g456h7,b3d4,1,0,0
4a3b3c23d345e4f3h8_5e35f456g567h7,d4f4,1,0,0
4a3b3c234d567e56_4c5d34e23478f37,e7f9,1,0,0
4a3b3c234d345e5f5_5a45b45c567d78,f5e4,1,0,0
4a3b3c234d345e45_5a45b5c567d678,e4b4,1,0,0
4a3b3c234d2e5f7g5h5_5d456e46f56g47,a3d3,1,0,0
4a3b34c34d345e35_5c2d8e6f34567g8,c2d2,1,0,0
4a3b34c34d234e35_5d18e6f34567g8,d1e2,1,0,0
4a3b34c24d2e2456_5b2c3d345e3f45g5,b4b2,1,0,0
4a3b34c246d3e58f7_5c5d468e467f6g5,d3b2,1,0,0
4a3b34c234d345e5_5a45b5c567d68e7,d4a4,1,0,0
4a3b2e26f35g456h7_5b1c5d5e45f246h6,h7e4,1,0,0
4a3b2e246f3g456h5_5b1d35e5f2456h6,g6g3,1,0,0
4a3b2c3d35e2567f7_5b4c5d48e4f68g68,a3b3,1,0,0
4a3b2c35d6e6f37g78_5a4b345c4f568h6,g7e7,1,0,0
4a3b2c2d2e234f3h8i7_5c7d1e178f246g7,f6h8,1,0,0
4a3b2c234d357f6h7_5a25b34c56d14e1,c2a2,1,0,0
4a3b25c3d3e8f67g56_4b34c245d567e5h6,f6h6,1,0,0
4a3b24c3d345e6f67_5a124b3c125e3g6,d4a1,1,0,0
4a3b24c35d5e46f78_5d2346e578f5h9,e8d7,1,0,0
4a3b24c35d5e46f67_5d23467e57f5h9,d7f7,1,0,0
4a3b24c35d56e46g7_5c6d234e57f57h9,d2d5,1,0,0
4a3b24c356d67e4g7_5b6d345e57f57h9,d3d6,1,0,0
4a3b23c5d7e38f7g8h8_5c4d456e567f5g5,d7f9,1,0,0
4a3b23c5d7e37f7g78_5c4d456e456f5g5,g7h8,1,0,0
4a3b23c5d7e37f78g7_5c3d456e456f5g5,f8g8,1,0,0
4a3b23c5d24e4f7g5h6_4c234d35e35f4g3h7,a3a2,1,0,0
4a3b23c4d26f5h567_4c5d5e45f46g4567,g7e6,1,0,0
4a3b23c3d26f5h567_4c5d5e45f46g456h8,h8g7,1,0,0
4a3b23c24d34e4g4h5_5b15c5d58e6f4h4i5,b1c1,1,0,0
4a3b235c6e37f78g7_5c3d345e456f5g5,b5d6,1,0,0
4a3b235c345d456_4d3e456f456g567,g6d6,1,0,0
4a3b235c3456d45_4d3e3456f56g567,e3f4,1,0,0
4a3b234c4d45f4g6h5_5e46f56g457h67,d4e5,1,0,0
4a3b234c4d45f4g6h5_5e456f56g45h67,a3c3,1,0,0
4a3b234c4d45e3f4g6_5e456f56g457h7,e3g5,1,0,0
4a3b234c234d345_4e4567f456g467,f5d5,1,0,0
4a3b234c2345d45_4d6e4567f46g467,g4f5,1,0,0
4a3b2345c3d5e8f5g9_5a4c24d467e45f6,b2a2,1,0,0
4a2f3456g456h67_4b234c345d45e5h5,f3h5,1,0,0
4a2e6f78g467h67i7_5b3c34d6e7f4g58h5,e6g8,1,0,0
4a2e67f5678g58h5_4b235c345d345g6,h5e5,1,0,0
4a2e5f68g467h67i7_5b3c34d6e8f4g58h5,e5f7,1,0,0
4a2e5f678g467h67_4b3c34d6e8f4g5h58i7,f7i7,1,0,0
4a2e5f56g567h567_4b34c234d2345i6,a2b2,1,0,0
4a2e5f56g567h567_4b234c234d345i6,g6i6,1,0,0
4a2e57f56g567h57_4c234d2345e34h6,e7e6,1,0,0
4a2e57f56g456h57_4c23d2345e34f4h6,g4g7,1,0,0
4a2e57f56g4567h5_4c3d2345e234f4h6,g7h7,1,0,0
4a2e57f4567g457_4c234d456e234g6,f7e6,1,0,0
4a2e56f56g567h57_4b4c234d2345e3h6,e6h6,1,0,0
4a2e56f5678g578_4b235c345d345g6,f8e7,1,0,0
4a2e567f56g457h5_4c3d2456e234f4g6,e6g6,1,0,0
4a2e567f5678g58_4b235c345d45e4g6,e7g7,1,0,0
4a2e567f5678g58_4b235c345d456g6,e5h5,1,0,0
4a2e3f3456g456h7_4b234c345d45e5i6,e3h6,1,0,0
4a2d7e567f568g58_4b235c345d456f7,d7f7,1,0,0
4a2d7e567f568g57_4b25c345d3456f7,g7g8,1,0,0
4a2d7e5678f56g57_4b25c345d456e4f7,e8f8,1,0,0
4a2d256e6f67g7h7i7_5d3e347f45g45h5,h5e5,1,0,0
4a2c7d234e4f58g6h7_4c56d567e567f7g7,c5c7,1,0,0
4a2c6d256e6f7g7h7i7_5d3e3457f45g45,g5d5,1,0,0
4a2c56d46e6f7g78h6_5a5b345c234d5e5,c2c5,1,0,0
4a2c56d357e7f6g4h7_5d6e68f89g789h8,f9f7,1,0,0
4a2c56d2e6f67g7h7i7_5d3e34f458g45h5,f8e7,1,0,0
4a2c56d2e6f67g67h6_4d3e34f45g458h5i7,i7i6,1,0,0
4a2c56d26e67f7g7i7_5d357e345f45g4,e3e6,1,0,0
4a2c56d267e78f7i7_5c7d35e456f45g4,e4e7,1,0,0
4a2c56d25e6f6g67h6_4c2d3e34f47g45h5i7,c2f5,1,0,0
4a2c4d45e34f56g69_4b2c36d67e567f48,c4e6,1,0,0
4a2c4d234e3f36g37_5b3c356d56e456,c5f5,1,0,0
4a2c456d25e6f6g67_4c2d3e34f47g45h7i7,h7h6,1,0,0
4a2c3d4e45f345g6h8_5b135c245d356,f4c4,1,0,0
4a2c35d345e567h4_4c4e234f456g56h5,a2b2,1,0,0
4a2c34d5e34f57g6h6_5c7d46e567f68g5,a2b3,1,0,0
4a2c34d5e34f57g6h5_5c7d4e567f68g59,h5h6,1,0,0
4a2c34d4e4f35g56h8_5b134c25d356e5,c4c2,1,0,0
4a2c34d234e3f6g37_5a3b3c6d56e456f5,b3a4,1,0,0
4a2c23d4e4f35g56h8_5b134c5d2356e5,a2b2,1,0,0
4a2c234d34e7g67h8_4b346c5d5e56f678,b3b5,1,0,0
4a2c136e3f45g56h7_5b2c2d123e6f68h6,f4h6,1,0,0
4a2c123d34e7g67h8_4b236c5d5e56f678,b2b4,1,0,0
4a2c123d34e7f7g68_4b236c45d5e56f68,c4f7,1,0,0
4a2b6e2f67g567h68_5b345c34d13f5i8,b3b6,1,0,0
4a2b5d6e347f6g6h69_4b4c4e56f57g78h78,h7h9,1,0,0
4a2b5d6e347f56h59_4b4c4d5e56f7g78h78,d5f5,1,0,0
4a2b5d2346f68h58_4b4c45d5e6f7g78h67,h6h8,1,0,0
4a2b5c23d26f6g8h58_4b4c45d5e6f7g567h6,g5g8,1,0,0
4a2b5c23d26f68h58_4b4c45d5e6f7g678h6,g6h7,1,0,0
4a2b5c234d34e35g3_5b3c56d56e678f9,d5b5,1,0,0
4a2b5c125d234e4f5_4c34d567e56f7g67,e6e4,1,0,0
4a2b5c123d34e35g3_5b2c45d56e678f9,b2b3,1,0,0
4a2b5c1235d234f5_4b3c4d567e45f7g67,d5a2,1,0,0
4a2b4d46e258f5g5h9_4b23c234d5e67f78,e7e5,1,0,0
4a2b4c4d45e3f57g6h5_5c7e567f68g579,b4e4,1,0,0
4a2b4c4d45e34f57h5_5c7e567f68g569,e4g6,1,0,0
4a2b4c4d34e3f36g37_5b3c356d567e56,d7d4,1,0,0
4a2b4c4d345e34f7h5_5c7e567f4568g9,d3f5,1,0,0
4a2b4c45d345e4f7h5_5c7e5678f468g9,c5e5,1,0,0
4a2b4c456d25e6f6g7_4c2d3e34f47g458h8,g8i8,1,0,0
4a2b4c456d25e56f6_4c2d3e347f48g457,e7g8,1,0,0
4a2b4c456d245e56_4c2d36e347f46g45,d6f8,1,0,0
4a2b4c35d467e5f6g6_5b3c246d35e4f34,g6e6,1,0,0
4a2b4c35d467e5f67_5c246d35e46f34,a2b3,1,0,0
4a2b4c35d467e57f6_5b3c246d35e34f3,a2b2,1,0,0
4a2b4c23d26f6g8h58_4c45d45e6f7g567h6,d4b4,1,0,0
4a2b45d4567e56f5_5a5c567e78f78g8,c7c4,1,0,0
4a2b45d4567e456_5a5c456e78f78g8,f7d7,1,0,0
4a2b45c7d567e456_5a5c456d8e78f8g8,c4c7,1,0,0
4a2b45c4d4567e5f5_5a5b6c56e678f8g8,b6c7,1,0,0
4a2b45c45d56e4f7h5_5c7d4e678f68g79,d6d4,1,0,0
4a2b45c45d45e4f7h5_5c7d3e5678f68g9,d5d3,1,0,0
4a2b45c45d34e4f7h5_5c7e35678f68g9,b5d5,1,0,0
4a2b45c456e378f6_5b6c23d135e56f5,c2b1,1,0,0
4a2b3d457e58f56g9_5a1b256c3d6e47f8,d6g9,1,0,0
4a2b3d4567e45f45_5a5b5c45e78f89g8,e8e6,1,0,0
4a2b3c5d56e6f3g78i6_5b2c236d34e34f4,c6d7,1,0,0
4a2b3c4e3f56g678h8_4c2d34e45f4g345h6,h6e3,1,0,0
4a2b3c4d67e45f7g67_5b5c1235d234f5,d3b3,1,0,0
4a2b3c4d456e35f35_5a5b5c56d7e7f89g7,g7g8,1,0,0
4a2b3c4d4567e45f5_5a5b45c5e67f89g8,f9e8,1,0,0
4a2b3c4d345e35f35_5b56c56d7e7f89g7,b6a5,1,0,0
4a2b3c4d3456e35f5_5a5b5c56d7e7f89g8,c6c4,1,0,0
4a2b3c4d2f46g678h7_4c3d34e45f35g345,d3g6,1,0,0
4a2b3c4d2f467g78i8_4c3d4e45f35g3456,g4g7,1,0,0
4a2b3c4d2e7f678g4i8_4c3e345f345g567,g7g4,1,0,0
4a2b3c4d2e78f67g4i8_4c3e45f345g3567,g3e3,1,0,0
4a2b3c4d2e6f678g3i8_4c3e345f345g456,g6d3,1,0,0
4a2b3c4d2e6f45g678_4c23d34e45f3g345,c2f5,1,0,0
4a2b3c4d2e5f56g678_4c23d34e34f4g345,e3e5,1,0,0
4a2b3c4d2348e36g4_5a5b5c56d567e57,c6c4,1,0,0
4a2b3c46d46e6f7g8h5_5e57f56g4567h6,g8d5,1,0,0
4a2b3c46d456e6f7h5_5e5f568g4567h6,d5g8,1,0,0
4a2b3c46d456e6f7h5_5e57f456g567h6,a2c5,1,0,0
4a2b3c45d567e2f7g9_5b24c2d34e345f6,d6b4,1,0,0
4a2b3c456d7e48h8i7_5b4d468e5f56g5h9,a2d5,1,0,0
4a2b3c456d45g37h7_5a4b4d678e56f56,f6c6,1,0,0
4a2b3c3d5e456f57h5_4b5c5d4e78f68g679,f5c5,1,0,0
4a2b3c3d56e567f8g3_5d7e23f345g45h5,d7c6,1,0,0
4a2b3c3d4e345f59g5_4b5c45d357e67f6g6,a2b2,1,0,0
4a2b3c3d45e567f8g4_5d7e23f345g56h5,g6g4,1,0,0
4a2b3c3d45e45g36h7_4e3f34568g579h6,e3g3,1,0,0
4a2b3c3d45e45f3g6i7_4d3e3f4568g579h6,d3f3,1,0,0
4a2b3c3d3567e35f5_5a5b5c45d8e7f89g8,d8e8,1,0,0
4a2b3c3d34e567f8g4_5e238f345g56h5,e8d7,1,0,0
4a2b3c3d34e45f5g46_5d6e23f234g57h5,f2f5,1,0,0
4a2b3c3d34e456f6g4_5d6e23f345g57h5,g7g6,1,0,0
4a2b3c3d346e567g4_5d7e23f345g56h5,d7e8,1,0,0
4a2b3c3d346e456g4_5c6e23f345g56h5,c6d7,1,0,0
4a2b3c3d23e234f5h8_5b1d1e59f69g567,d3d1,1,0,0
4a2b3c3d234e48f7g4_5a5b5c5d567e567,e5e8,1,0,0
4a2b3c3d2348e46g4_5a5b5c45d567e57,c4e6,1,0,0
4a2b3c36d6e367f7g7_5d345e45f56g6h6,f7d5,1,0,0
4a2b3c36d345e256_4c5d167e3f347g45,g4e4,1,0,0
4a2b3c35d6e367f7g7_5d345e45f56g6h7,c5c6,1,0,0
4a2b3c35d67e367f7_5d345e45f56g6h8,d7g7,1,0,0
4a2b3c35d56e67f8g3_5c6e23f345g45h5,f4e5,1,0,0
4a2b3c35d45e567h4_4c4e234f456g57h5,b3d3,1,0,0
4a2b3c35d456e56h4_4c4e234f456g457,d6e7,1,0,0
4a2b3c356d6e367g7_5c4d345e45f6g6h6,c5b5,1,0,0
4a2b3c356d67e367_5d345e45f456h8,c6f6,1,0,0
4a2b3c356d56e7f8g3_5b6e2345f3g45h5,e3g3,1,0,0
4a2b3c356d567e36_5d34e45f456g5h8,c5e7,1,0,0
4a2b3c34d5e456f5h5_4b5c5d4e78f678g79,c4f7,1,0,0
4a2b3c34d456g37h7_5a4b4d78e56f56g6,g6d6,1,0,0
4a2b3c34d345g367_5a4b4d67e456f56,e4g6,1,0,0
4a2b3c34d23f6g56h6_5b2c56d45e46f48,g6e5,1,0,0
4a2b3c34d23e5f5g5h6_5b25c5d45e46f48,a2d5,1,0,0
4a2b3c34d234f6g37_5a4b4c6d56e456f5,c6f6,1,0,0
4a2b3c34d234e7f67_5d567e56f8g567,d5f7,1,0,0
4a2b3c34d234e7f56_5d567e56f47g67,f4g5,1,0,0
4a2b3c345d234g67_4b5c2d567e456f67,b5c6,1,0,0
4a2b3c2d34e345f36_5c4d5e678f45g56,a2c3,1,0,0
4a2b3c24d67e57f6g6_4b24c35d35e68f8g5,a2d5,1,0,0
4a2b3c245d7e57f7g7_4a3b24c3d35e68f8g5,f7g6,1,0,0
4a2b3c23d23f6g56h6_5b2c46d45e56f58,c2c4,1,0,0
4a2b3c236d45e256_4c5d168e3f347g45,d8d7,1,0,0
4a2b3c236d345e26_4b5c5d18e3f347g45,b5d5,1,0,0
4a2b3c234d23e5g3h7_5a3b2d145e4f57g6,d3d1,1,0,0
4a2b3c234d234g67_4c16d567e456f67,c1d1,1,0,0
4a2b3c234d234g56_4c6d1567e456f67,d1e2,1,0,0
4a2b3c234d234f45_4c6d567e2456f67,f7g7,1,0,0
4a2b3c1345d234e3_4c7d6e567f567g58,g8d5,1,0,0
4a2b3c1234d234e4_4d567e567f567g5,e7g7,1,0,0
4a2b3c1234d234e3_4c7d56e567f567g5,c7d7,1,0,0
4a2b36c56d45g37h7_5a4b4c7d678e56f5,c7e7,1,0,0
4a2b36c4d5f47g4h47_4c5d6e567f56g589,f5f7,1,0,0
4a2b35c67d7e7f5g8i7_5a5b46c4d4e3f48h8,b4c5,1,0,0
4a2b35c67d6e6f5g8i7_5a5b6c45d4e3f48h8,d4c3,1,0,0
4a2b35c56d45g37h7_5a4b4d678e567f5,e6c6,1,0,0
4a2b35c456d7e4h8i7_5b4d468e5f45g5h9,b5e8,1,0,0
4a2b35c36e37f78g7_5d345e456f56g5,a2a3,1,0,0
4a2b35c36d6e37f7g7_5d345e456f6g6h6,d6f8,1,0,0
4a2b35c35d56e4f7h5_5b6d4e678f68g79,c3b4,1,0,0
4a2b35c356d56e36_5d4e45f456g56h8,b5d7,1,0,0
4a2b35c345e46f5i8_4b4d456e35f67g7h8,h8g6,1,0,0
4a2b35c345e46f5i7_4b4d456e35f67g6h7,f7f5,1,0,0
4a2b35c345e46f4h6_4b4d456e35f56g6h7,h7e4,1,0,0
4a2b35c345d7e4h8i7_5b4c6d46e5f45g5h9,c3c6,1,0,0
4a2b35c345d4e567_5c6d78e39f568g7,c4d6,1,0,0
4a2b35c345d3e6f4g5_4b4d456e345f56g6,g6d3,1,0,0
4a2b35c3457e4h8i7_5b46c6d4e5f45g5h9,c7d7,1,0,0
4a2b35c3456d8e37_4c7d567e468f78g9,d5d8,1,0,0
4a2b35c12d34e35g3_5b1c45d56e678f9,b1b2,1,0,0
4a2b34d5e34f67g7h8_5c4d3e678f5g6h7i9,d3d4,1,0,0
4a2b34c5d45e45f67_4c4d3e67f8g678h78,g8e8,1,0,0
4a2b34c4d4567e5f5_5a45b5c5e678f8g8,a4c6,1,0,0
4a2b34c45d467e4f5_5b1c23d235e35f4,a2d5,1,0,0
4a2b34c456e378f6_5a4c23d135e56f5,a4b5,1,0,0
4a2b34c35d45e45f7_4c4d3e67f6g6789h7,g9f8,1,0,0
4a2b34c35d24f5g6h6_5a3b5c46d567e46,c3a3,1,0,0
4a2b34c345e3f4g67_4b25c67d456e56f7,c7d7,1,0,0
4a2b34c345d46f28_5a1b125c26d2e3h7,d6d5,1,0,0
4a2b34c345d45f28_5a1b15c26d2e23h7,c5c2,1,0,0
4a2b34c345d2e3g67_4b25c6d4567e56f7,b2c2,1,0,0
4a2b34c345d23g67_4b5c26d4567e56f7,c6f6,1,0,0
4a2b34c234d45f28_5a1b15c6d2e23f4h7,a2b2,1,0,0
4a2b2e24f46g47h58_4b45c345d345e35,c5c2,1,0,0
4a2b2e24f45g46h57_4b45c234d345e35,e5b2,1,0,0
4a2b2d4e345f456g5_5a4b345c45d67e8,c4a2,1,0,0
4a2b2c6d6e3f39g368_5b3c123d34g45h4,a2c2,1,0,0
4a2b2c56d36e67f7g8_4c3d4e4f58g456h6i8,h6f4,1,0,0
4a2b2c3d34e347f8i7_5a4b134c245d5e6,b1c1,1,0,0
4a2b2c3d345e37f23_5b1c5d16e456h9i9,a2c2,1,0,0
4a2b2c3d234e47f8i7_5a4b134c245e5f6,f6d5,1,0,0
4a2b2c3d1256e36g6_5d3e4578f68g78,d6d4,1,0,0
4a2b2c3d12567e3g6_5d3e4589f68g78,d7e7,1,0,0
4a2b2c3d1245e36g5_5d3e4578f68g67,e6c4,1,0,0
4a2b2c36d456e6f7h5_5e57f56g4567h6,b2c4,1,0,0
4a2b2c34d34e34h6i7_4e25f456g45679,f6h6,1,0,0
4a2b2c34d345e4f8h6_5b14d6e67f47h59,b1c1,1,0,0
4a2b2c34d234e4f8h6_5b4c1d6e67f47h59,h9g8,1,0,0
4a2b2c34d1245e3g5_5e4578f568g67,a2b3,1,0,0
4a2b2c346d456e6h5_5e57f456g4567,c4f7,1,0,0
4a2b2c23d234e4f8h6_5b4c1d6e67f47g8h5,b4c5,1,0,0
4a2b2c236d456e56_4c5d13e3478f347,f4d4,1,0,0
4a2b2c236d34e34f4_4b3c45d56e6f3g78i6,c4a2,1,0,0
4a2b2c234d26e34f6_4c1d34e5f457g56h6,e3c1,1,0,0
4a2b2c1234d26e4f6_5d34e35f457g56,c1b1,1,0,0
4a2b25d45e456f45_4a4b4c45d6e7f7g567,g7d7,1,0,0
4a2b25d45e345f45_4a4b4c34d6e6f7g567,c3c5,1,0,0
4a2b25d34e345f45_4a3b4c34d5e6f7g567,a3a4,1,0,0
4a2b25d345e456f4_4a4b4c45d67e7f7g56,d6c7,1,0,0
4a2b25c4d345e45f4_4a4b34c567e7f7g56,c7c4,1,0,0
4a2b25c345d45e6h5_5e57f567g4567,b5d6,1,0,0
4a2b25c2345e3h67_5d5e8f35678g67,c2b1,1,0,0
4a2b25c2345e3g67_5d5e678f35678,c2b1,1,0,0
4a2b25c2345e3f6g7_5d56e678f3589,c2b1,1,0,0
4a2b24c6d7e6f679g6_4b3c37d23e48f28i6,d2d4,1,0,0
4a2b24c6d7e67f69g6_4b3c37d34e48f28i6,e4c4,1,0,0
4a2b24c34d34e3h6i7_4e245f45g5679h8,h8f6,1,0,0
4a2b245c2d4e47f45_5b3c34d356e56f6,f4e3,1,0,0
4a2b245c2d4e347f5_5b3c345d35e56f6,e7d6,1,0,0
4a2b245c2d4e347f4_5b3c345d356e5f6,e3e5,1,0,0
4a2b245c2d24e347_5b3c345d356f6g7,d2f4,1,0,0
4a2b245c26d4e34f5_5b3c345d356e56,f5f4,1,0,0
4a2b23d5e56f5g46h4_5c3d1e123f6g5h5i5,e1e4,1,0,0
4a2b23d5e456f5g4h4_5c3d13e23f6g5h5i5,e3b3,1,0,0
4a2b23c4d26f6g8h58_4c5d45e46f7g567h6,e4c4,1,0,0
4a2b23c4d26f6g8h57_4c5d5e456f7g567h6,e5d4,1,0,0
4a2b23c4d26f5h567_4c5d5e456f47g456,f4h6,1,0,0
4a2b23c4d26f5g7h57_4c5d5e456f7g456h6,g4g7,1,0,0
4a2b23c3d48e34f4g5_4b6c6d36e67f7g67h6,b2e5,1,0,0
4a2b23c3d234e234_4c4d5e567f567g67,e6b3,1,0,0
